sample_id,sample_source,task_type,user_id,plan_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,completion_rate,set_completion_rate,skipped_rate,partial_rate,average_rpe,average_fatigue,pain_rate,trend,safety_status,risk_score,risk_flag_count,contraindication_match_count,pain_match_count,sentiment_positive_count,sentiment_neutral_count,sentiment_negative_count,too_easy_count,too_hard_count,liked_exercise_count,disliked_exercise_count,pain_related_exercise_count,recommended_action,days_per_week,label_name,label_value,feedback_id,history_session_id,history_item_id,plan_item_id,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,duration_feedback,progression_preference,requested_action,feedback_reason_tag_count,actual_rpe,actual_load_kg,difficulty_rating,exercise_enjoyment,pain_during_exercise,technique_quality,session_rpe,session_completion_pct,plan_item_role,exercise_preference,pain_area_count,safety_label
PREF0002202,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002202,WHS00017966,WHI000078730,WPI00017214,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002203,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002203,WHS00017966,WHI000078727,WPI00017213,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002204,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002204,WHS00017965,WHI000078725,WPI00017209,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002205,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002205,WHS00017965,WHI000078722,WPI00017208,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,5.8,0.0,1.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002206,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002206,WHS00017964,WHI000078720,WPI00017234,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.2,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002207,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002207,WHS00017964,WHI000078717,WPI00017233,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.2,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002208,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002208,WHS00017963,WHI000078715,WPI00017229,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.2,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002209,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002209,WHS00017963,WHI000078712,WPI00017228,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.2,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002210,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002210,WHS00017962,WHI000078710,WPI00017224,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.2,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002211,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002211,WHS00017962,WHI000078707,WPI00017223,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.2,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002212,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002212,WHS00017960,WHI000078700,WPI00017214,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.2,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002213,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002213,WHS00017960,WHI000078697,WPI00017213,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.2,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002214,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002214,WHS00017959,WHI000078695,WPI00017209,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.2,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002215,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002215,WHS00017959,WHI000078692,WPI00017208,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.2,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002216,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002216,WHS00017958,WHI000078690,WPI00017234,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.0,0.0,2.0,3.0,No,Fair,6.0,100.0,Primary Compound,Neutral,,
PREF0002217,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002217,WHS00017958,WHI000078687,WPI00017233,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.0,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002218,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002218,WHS00017957,WHI000078685,WPI00017229,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.0,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002219,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002219,WHS00017957,WHI000078682,WPI00017228,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.0,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002220,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002220,WHS00017956,WHI000078680,WPI00017224,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.0,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002221,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002221,WHS00017956,WHI000078677,WPI00017223,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.0,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002222,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002222,WHS00017955,WHI000078675,WPI00017219,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.0,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002223,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002223,WHS00017955,WHI000078672,WPI00017218,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.0,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002224,preference_training_dataset,preference,U000477,PLAN000977,EX0215,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002224,WHS00017954,WHI000078670,WPI00017214,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.0,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002225,preference_training_dataset,preference,U000477,PLAN000977,EX0004,Advanced,Mobility and Flexibility,Rehabilitation and Joint Health,Other,21,164.0,59.5,22.12,Normal,6,Auto,Home Gym,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002225,WHS00017954,WHI000078667,WPI00017213,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.0,0.0,2.0,3.0,No,Good,6.0,100.0,Primary Compound,Neutral,,
PREF0002226,preference_training_dataset,preference,U000476,PLAN000976,EX0054,Advanced,Athletic Performance,Strength,Other,31,167.0,79.4,28.47,Overweight,6,Push Pull Legs,Commercial Gym,10,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.0,1.5,1.5,1.0,2.0,"[""Pectoralis Major""]","[""Anterior Deltoid""]","[""Pec Deck Machine""]",Horizontal Push,"[""Shoulder""]","[""Severe shoulder impingement""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002226,WHS00017952,WHI000078661,WPI00017173,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.5,0.0,2.0,3.0,No,Good,6.8,100.0,Isolation,Neutral,,
PREF0002227,preference_training_dataset,preference,U000476,PLAN000976,EX0004,Advanced,Athletic Performance,Strength,Other,31,167.0,79.4,28.47,Overweight,6,Push Pull Legs,Commercial Gym,10,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002227,WHS00017952,WHI000078658,WPI00017171,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.5,0.0,2.0,3.0,No,Good,6.8,100.0,Primary Compound,Neutral,,
PREF0002228,preference_training_dataset,preference,U000476,PLAN000976,EX0276,Advanced,Athletic Performance,Strength,Other,31,167.0,79.4,28.47,Overweight,6,Push Pull Legs,Commercial Gym,10,0,0,Resistance Training,Beginner,Beginner,2,2,1,2.5,2.0,2.5,3.0,3.0,"[""Obliques"", ""Rectus Abdominis""]","[""Shoulders (Deltoids)"", ""Gluteus Maximus""]","[""Medicine Ball""]",Trunk Rotation,"[""Lower Back"", ""Shoulder""]","[""Lumbar disc herniation""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002228,WHS00017951,WHI000078654,WPI00017203,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.0,0.0,2.0,3.0,No,Good,6.7,100.0,Secondary Compound,Neutral,,
PREF0002229,preference_training_dataset,preference,U000476,PLAN000976,EX0049,Advanced,Athletic Performance,Strength,Other,31,167.0,79.4,28.47,Overweight,6,Push Pull Legs,Commercial Gym,10,0,0,Resistance Training,Intermediate,Intermediate,2,2,1,3.5,4.5,3.0,3.0,6.0,"[""Gluteus Maximus"", ""Hamstrings""]","[""Erector Spinae"", ""Quadriceps""]","[""Kettlebell""]",Hinge,"[""Lower Back"", ""Shoulder""]","[""Acute lower back pain"", ""Shoulder instability""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002229,WHS00017951,WHI000078651,WPI00017206,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.0,0.0,2.0,3.0,No,Good,6.7,100.0,Secondary Compound,Neutral,,
PREF0002230,preference_training_dataset,preference,U000476,PLAN000976,EX0317,Advanced,Athletic Performance,Strength,Other,31,167.0,79.4,28.47,Overweight,6,Push Pull Legs,Commercial Gym,10,0,0,Bodyweight,Intermediate,Intermediate,3,2,1,2.5,3.0,3.5,3.0,4.0,"[""Latissimus Dorsi"", ""Rhomboids"", ""Core (Anti-Rotation)""]","[""Biceps Brachii"", ""Posterior Deltoid""]","[""Suspension Trainer (TRX)""]",Horizontal Pull,"[""Shoulder"", ""Elbow""]","[""Shoulder impingement""]",2,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002230,WHS00017950,WHI000078647,WPI00017197,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,6.5,0.0,2.0,4.0,No,Fair,6.7,100.0,Secondary Compound,Neutral,,
PREF0002231,preference_training_dataset,preference,U000476,PLAN000976,EX0009,Advanced,Athletic Performance,Strength,Other,31,167.0,79.4,28.47,Overweight,6,Push Pull Legs,Commercial Gym,10,0,0,Resistance Training,Beginner,Beginner,2,3,1,1.0,1.0,1.0,1.0,3.5,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Middle Trapezius"", ""Posterior Deltoid"", ""Biceps Brachii""]","[""Row Machine""]",Horizontal Pull,"[""Shoulder"", ""Elbow""]","[""Acute shoulder pain"", ""Pain during pulling""]",2,2,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002231,WHS00017950,WHI000078646,WPI00017195,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.0,0.0,2.0,3.0,No,Good,6.7,100.0,Primary Compound,Neutral,,
PREF0002232,preference_training_dataset,preference,U000476,PLAN000976,EX0054,Advanced,Athletic Performance,Strength,Other,31,167.0,79.4,28.47,Overweight,6,Push Pull Legs,Commercial Gym,10,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.0,1.5,1.5,1.0,2.0,"[""Pectoralis Major""]","[""Anterior Deltoid""]","[""Pec Deck Machine""]",Horizontal Push,"[""Shoulder""]","[""Severe shoulder impingement""]",1,1,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002232,WHS00017949,WHI000078643,WPI00017191,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.0,0.0,2.0,3.0,No,Good,6.8,100.0,Isolation,Neutral,,
PREF0002233,preference_training_dataset,preference,U000476,PLAN000976,EX0004,Advanced,Athletic Performance,Strength,Other,31,167.0,79.4,28.47,Overweight,6,Push Pull Legs,Commercial Gym,10,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,,,,,,,,,,,,,,,,,,,,,,,,exercise_preference,Neutral,FB00002233,WHS00017949,WHI000078640,WPI00017189,3.0,Neutral,Appropriate,3.0,Not Applicable,No Pain,Not Applicable,Maintain,No Preference,1.0,7.0,0.0,2.0,3.0,No,Good,6.8,100.0,Primary Compound,Neutral,,
