sample_id,user_id,exercise_id,training_level,primary_goal,secondary_goal,gender,age,height_cm,weight_kg,bmi,bmi_category,training_days_per_week,preferred_split,gym_access_level,available_equipment_count,injury_count,limitation_count,exercise_category,exercise_difficulty,minimum_training_level,primary_muscle_count,secondary_muscle_count,equipment_count,technical_complexity_score,fatigue_score,mobility_requirement,balance_requirement,estimated_MET,primary_muscles,secondary_muscles,equipment,movement_pattern,joint_stress_areas,contraindications,joint_stress_count,contraindication_count,pain_rate,pain_feedback,pain_area_count,pain_during_exercise,pain_match_count,contraindication_match_count,risk_flag_count,risk_score,safety_label
SAFE0000177,U000177,EX0004,Beginner,General Fitness,Muscle Gain,Male,28,173.0,89.0,29.74,Overweight,5,Body Part Split,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0541,,0,,0,0,0,0.0,Safe
SAFE0000178,U000178,EX0004,Intermediate,Muscle Gain,Fat Loss,Male,46,177.0,73.3,23.4,Normal,6,Upper Lower,Commercial Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0571,,0,,0,0,0,0.0,Safe
SAFE0000179,U000179,EX0046,Beginner,Mobility and Flexibility,Muscular Endurance,Male,21,182.0,60.6,18.29,Underweight,3,Upper Lower,Bodyweight Only,3,0,0,Bodyweight,Beginner,Beginner,1,1,1,1.0,1.0,1.0,2.0,2.0,"[""Gluteus Maximus""]","[""Hamstrings""]","[""Mat""]",Hip Extension,"[""Lower Back"", ""Neck""]","[""Cervical spine issues""]",2,1,0.025,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000180,U000180,EX0004,Beginner,Muscle Gain,Fat Loss,Male,23,173.0,70.8,23.66,Normal,5,Push Pull Legs,Commercial Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0526,,0,,0,0,0,0.0,Safe
SAFE0000181,U000181,EX0004,Beginner,Athletic Performance,General Fitness,Male,43,185.0,64.7,18.9,Normal,5,Chest Back Legs,Limited Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0278,,0,,0,0,0,0.0,Safe
SAFE0000182,U000182,EX0026,Intermediate,Mobility and Flexibility,Fat Loss,Male,24,174.0,77.3,25.53,Overweight,5,Upper Lower,Commercial Gym,4,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0488,,0,,0,0,0,0.0,Safe
SAFE0000183,U000183,EX0004,Intermediate,General Fitness,Athletic Performance,Male,24,176.0,90.4,29.18,Overweight,2,Body Part Split,Commercial Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000184,U000184,EX0227,Beginner,Muscular Endurance,General Fitness,Male,18,185.0,75.7,22.12,Normal,4,Auto,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0811,,0,,0,0,0,0.0,Safe
SAFE0000185,U000185,EX0004,Beginner,Athletic Performance,Muscle Gain,Male,33,160.0,80.3,31.37,Obese,4,Push Pull Legs,Limited Gym,3,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0571,,0,,0,0,0,0.0,Safe
SAFE0000186,U000186,EX0277,Intermediate,Muscle Gain,Mobility and Flexibility,Male,23,170.0,53.0,18.34,Underweight,4,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.5,2.0,2.0,3.0,3.0,"[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]","[""Core"", ""Shoulders (Anterior Deltoid)""]","[""Bodyweight""]",Gait,"[""Wrist"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000187,U000187,EX0102,Beginner,Rehabilitation and Joint Health,Mobility and Flexibility,Male,30,178.0,67.4,21.27,Normal,5,Upper Lower,Limited Gym,5,0,0,Resistance Training,Beginner,Beginner,1,1,2,2.0,1.5,2.0,2.0,2.0,"[""Triceps Brachii""]","[""Anconeus""]","[""Dumbbell"", ""Bench""]",Elbow Extension,"[""Elbow""]","[""Elbow pain""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000188,U000188,EX0141,Intermediate,Strength,General Fitness,Male,43,170.0,91.9,31.8,Obese,6,Auto,Home Gym,5,0,0,Resistance Training,Beginner,Beginner,3,2,1,1.5,1.0,1.5,1.5,2.0,"[""Posterior Deltoid"", ""Rhomboids"", ""Middle Trapezius""]","[""Infraspinatus"", ""Teres Minor""]","[""Resistance Band""]",Horizontal Pull,"[""Shoulder""]","[""None""]",1,1,0.0278,,0,,0,0,0,0.0,Safe
SAFE0000189,U000189,EX0227,Beginner,Muscular Endurance,Fat Loss,Male,20,179.0,62.7,19.57,Normal,4,Auto,Home Gym,5,1,1,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0488,Mild Discomfort,1,,0,0,1,0.55,Review
SAFE0000190,U000190,EX0004,Advanced,Athletic Performance,Rehabilitation and Joint Health,Other,31,179.0,53.9,16.82,Underweight,5,Body Part Split,Commercial Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000191,U000191,EX0004,Intermediate,General Fitness,Strength,Male,33,173.0,71.7,23.96,Normal,4,Upper Lower,Commercial Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.027,,0,,0,0,0,0.0,Safe
SAFE0000192,U000192,EX0004,Beginner,Muscle Gain,Muscular Endurance,Male,22,169.0,89.2,31.23,Obese,4,Chest Back Legs,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0571,Pain,1,,0,0,0,0.0,Safe
SAFE0000193,U000193,EX0242,Intermediate,Strength,Fat Loss,Male,28,180.0,71.6,22.1,Normal,2,Body Part Split,Home Gym,4,0,0,Resistance Training,Intermediate,Intermediate,2,1,1,2.0,3.5,2.0,1.5,3.0,"[""Pectoralis Major"", ""Triceps Brachii""]","[""Anterior Deltoid""]","[""Dumbbell""]",Horizontal Push,"[""Wrist"", ""Elbow""]","[""Wrist pain""]",2,1,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000194,U000194,EX0277,Intermediate,Strength,Muscular Endurance,Male,21,187.0,63.6,18.19,Underweight,4,Auto,Commercial Gym,8,1,1,Bodyweight,Beginner,Beginner,3,2,1,2.5,2.0,2.0,3.0,3.0,"[""Triceps Brachii"", ""Gluteus Maximus"", ""Hamstrings""]","[""Core"", ""Shoulders (Anterior Deltoid)""]","[""Bodyweight""]",Gait,"[""Wrist"", ""Shoulder""]",[],2,0,0.0263,,0,,0,0,0,0.0,Safe
SAFE0000195,U000195,EX0026,Advanced,Mobility and Flexibility,Muscle Gain,Female,41,176.0,57.8,18.66,Normal,5,Body Part Split,Bodyweight Only,1,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0278,Mild Discomfort,1,,0,0,0,0.0,Safe
SAFE0000196,U000196,EX0026,Beginner,Mobility and Flexibility,Strength,Female,43,151.0,53.0,23.24,Normal,3,Auto,Limited Gym,5,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0244,,0,,0,0,0,0.0,Safe
SAFE0000197,U000197,EX0004,Beginner,Strength,Fat Loss,Female,34,169.0,79.8,27.94,Overweight,4,Auto,Commercial Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0256,,0,,0,0,0,0.0,Safe
SAFE0000198,U000198,EX0004,Beginner,Athletic Performance,Mobility and Flexibility,Female,31,152.0,64.5,27.92,Overweight,4,Upper Lower,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.027,,0,,0,0,0,0.0,Safe
SAFE0000199,U000199,EX0270,Advanced,Mobility and Flexibility,General Fitness,Male,18,186.0,63.3,18.3,Underweight,2,Auto,Limited Gym,3,0,0,Resistance Training,Beginner,Beginner,3,1,1,1.5,1.5,2.5,2.0,2.0,"[""Hamstrings"", ""Gluteus Maximus"", ""Erector Spinae""]","[""None""]","[""Resistance Band""]",Hinge,"[""Lower Back""]","[""Acute low back pain""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000200,U000200,EX0004,Intermediate,General Fitness,Muscular Endurance,Male,33,171.0,88.8,30.37,Obese,6,Body Part Split,Limited Gym,4,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.075,,0,,0,0,0,0.0,Safe
SAFE0000201,U000201,EX0224,Intermediate,Strength,Athletic Performance,Prefer not to say,23,150.0,49.8,22.13,Normal,2,Auto,Bodyweight Only,2,0,0,Bodyweight,Intermediate,Intermediate,2,2,1,2.5,3.0,3.0,3.0,4.5,"[""Anterior Deltoid"", ""Lateral Deltoid""]","[""Triceps Brachii"", ""Upper Trapezius""]","[""Mat""]",Vertical Push,"[""Shoulder"", ""Wrist"", ""Neck""]","[""High blood pressure"", ""Shoulder instability""]",3,2,0.0625,,0,,0,0,0,0.0,Safe
SAFE0000202,U000202,EX0003,Advanced,Strength,Rehabilitation and Joint Health,Prefer not to say,33,175.0,62.3,20.34,Normal,3,Body Part Split,Limited Gym,7,0,0,Resistance Training,Beginner,Beginner,1,2,1,1.0,1.0,1.0,1.0,3.5,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Chest Press Machine""]",Horizontal Push,"[""Shoulder"", ""Elbow""]",[],2,0,0.0556,,0,,0,0,0,0.0,Safe
SAFE0000203,U000203,EX0270,Beginner,Athletic Performance,Rehabilitation and Joint Health,Other,29,169.0,78.4,27.45,Overweight,5,Auto,Limited Gym,8,0,0,Resistance Training,Beginner,Beginner,3,1,1,1.5,1.5,2.5,2.0,2.0,"[""Hamstrings"", ""Gluteus Maximus"", ""Erector Spinae""]","[""None""]","[""Resistance Band""]",Hinge,"[""Lower Back""]","[""Acute low back pain""]",1,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000204,U000204,EX0155,Intermediate,Rehabilitation and Joint Health,General Fitness,Male,43,179.0,82.0,25.59,Overweight,4,Push Pull Legs,Home Gym,3,0,0,Resistance Training,Intermediate,Intermediate,2,3,1,3.5,3.5,3.0,3.5,5.5,"[""Gluteus Maximus"", ""Hamstrings""]","[""Quadriceps"", ""Erector Spinae"", ""Trapezius""]","[""Kettlebell""]",Hinge,"[""Wrist"", ""Lower Back"", ""Shoulder""]","[""Wrist pain""]",3,1,0.0256,,0,,0,0,0,0.0,Safe
SAFE0000205,U000205,EX0004,Beginner,Muscle Gain,Fat Loss,Female,36,151.0,38.3,16.8,Underweight,3,Body Part Split,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000206,U000206,EX0180,Intermediate,General Fitness,Athletic Performance,Other,32,169.0,90.5,31.69,Obese,2,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000207,U000207,EX0009,Beginner,General Fitness,Rehabilitation and Joint Health,Male,28,158.0,43.9,17.59,Underweight,2,Push Pull Legs,Commercial Gym,19,0,0,Resistance Training,Beginner,Beginner,2,3,1,1.0,1.0,1.0,1.0,3.5,"[""Latissimus Dorsi"", ""Rhomboids""]","[""Middle Trapezius"", ""Posterior Deltoid"", ""Biceps Brachii""]","[""Row Machine""]",Horizontal Pull,"[""Shoulder"", ""Elbow""]","[""Acute shoulder pain"", ""Pain during pulling""]",2,2,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000208,U000208,EX0026,Intermediate,Rehabilitation and Joint Health,Strength,Prefer not to say,30,169.0,82.6,28.92,Overweight,5,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0263,,0,,0,0,0,0.0,Safe
SAFE0000209,U000209,EX0026,Advanced,Fat Loss,Muscular Endurance,Prefer not to say,45,173.0,56.6,18.91,Normal,4,Upper Lower,Home Gym,3,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0278,,0,,0,0,0,0.0,Safe
SAFE0000210,U000210,EX0004,Intermediate,General Fitness,Rehabilitation and Joint Health,Female,19,150.0,68.5,30.44,Obese,5,Upper Lower,Commercial Gym,13,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000211,U000211,EX0219,Intermediate,Mobility and Flexibility,Strength,Other,29,159.0,60.2,23.81,Normal,5,Auto,Commercial Gym,19,0,0,Resistance Training,Beginner,Beginner,2,2,2,2.5,1.5,2.0,1.0,2.0,"[""Lower Trapezius"", ""Lateral Deltoid""]","[""Anterior Deltoid"", ""Serratus Anterior""]","[""Dumbbell"", ""Incline Bench""]",Vertical Pull,"[""Shoulder""]","[""Shoulder impingement""]",1,1,0.0513,,0,,0,0,0,0.0,Safe
SAFE0000212,U000212,EX0004,Intermediate,Muscular Endurance,Fat Loss,Other,25,168.0,62.3,22.07,Normal,4,Body Part Split,Commercial Gym,16,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0541,,0,,0,0,0,0.0,Safe
SAFE0000213,U000213,EX0026,Advanced,Rehabilitation and Joint Health,Muscle Gain,Other,46,159.0,52.5,20.77,Normal,5,Body Part Split,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0571,,0,,0,0,0,0.0,Safe
SAFE0000214,U000214,EX0197,Advanced,Strength,Fat Loss,Prefer not to say,35,150.0,66.7,29.64,Overweight,5,Body Part Split,Commercial Gym,11,0,0,Resistance Training,Beginner,Beginner,2,1,1,1.5,1.5,1.5,1.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major""]","[""Anterior Deltoid""]","[""Assisted Dip Machine""]",Vertical Push,"[""Shoulder"", ""Wrist"", ""Elbow""]","[""AC joint pain""]",3,1,0.05,,0,,0,0,0,0.0,Safe
SAFE0000215,U000215,EX0052,Advanced,Strength,General Fitness,Female,31,150.0,60.7,26.98,Overweight,6,Upper Lower,Limited Gym,7,0,0,Resistance Training,Beginner,Beginner,1,2,1,2.0,4.0,2.0,1.0,4.5,"[""Quadriceps""]","[""Gluteus Maximus"", ""Hamstrings""]","[""Hack Squat Machine""]",Squat,"[""Knee"", ""Lower Back""]","[""Severe knee osteoarthritis""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000216,U000216,EX0004,Beginner,Strength,Athletic Performance,Other,23,154.0,49.9,21.04,Normal,3,Body Part Split,Limited Gym,9,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000217,U000217,EX0004,Advanced,General Fitness,Muscle Gain,Male,28,176.0,68.6,22.15,Normal,6,Push Pull Legs,Home Gym,5,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000218,U000218,EX0227,Intermediate,Fat Loss,Rehabilitation and Joint Health,Other,35,166.0,85.8,31.14,Obese,5,Chest Back Legs,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,2,3,1,3.5,1.5,2.5,3.0,6.5,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Mat""]",Total Body Integration,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]",2,1,0.0256,,0,,0,0,0,0.0,Safe
SAFE0000219,U000219,EX0004,Advanced,Fat Loss,Muscular Endurance,Male,22,175.0,62.2,20.31,Normal,5,Upper Lower,Home Gym,4,1,1,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0541,,0,,0,0,0,0.0,Safe
SAFE0000220,U000220,EX0026,Advanced,Rehabilitation and Joint Health,Strength,Male,29,179.0,76.2,23.78,Normal,2,Push Pull Legs,Limited Gym,5,0,0,Bodyweight,Beginner,Beginner,2,3,1,1.5,2.0,1.0,2.0,3.0,"[""Rectus Abdominis"", ""Transverse Abdominis""]","[""Obliques"", ""Erector Spinae"", ""Serratus Anterior""]","[""Bodyweight""]",Core Anti-Extension,"[""Lower Back"", ""Shoulder""]",[],2,0,0.0,,0,,0,0,0,0.0,Safe
SAFE0000221,U000221,EX0215,Intermediate,Mobility and Flexibility,Athletic Performance,Male,22,173.0,52.8,17.64,Underweight,6,Upper Lower,Commercial Gym,17,0,0,Bodyweight,Intermediate,Intermediate,2,1,1,2.5,3.5,3.0,2.0,3.5,"[""Triceps Brachii"", ""Pectoralis Major (Inner/Clavicular Bias)""]","[""Anterior Deltoid""]","[""Bodyweight""]",Horizontal Push,"[""Wrist"", ""Elbow"", ""Shoulder""]","[""Wrist impingement""]",3,1,0.05,,0,,0,0,0,0.0,Safe
SAFE0000222,U000222,EX0004,Intermediate,Muscle Gain,Strength,Prefer not to say,33,169.0,87.8,30.74,Obese,4,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0526,,0,,0,0,0,0.0,Safe
SAFE0000223,U000223,EX0180,Intermediate,General Fitness,Muscle Gain,Male,26,163.0,52.9,19.91,Normal,6,Auto,Home Gym,2,1,1,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.0278,,0,,0,0,0,0.0,Safe
SAFE0000224,U000224,EX0004,Beginner,Muscle Gain,Rehabilitation and Joint Health,Prefer not to say,30,171.0,77.1,26.37,Overweight,3,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0244,,0,,0,0,0,0.0,Safe
SAFE0000225,U000225,EX0035,Beginner,Rehabilitation and Joint Health,Muscle Gain,Female,34,151.0,65.6,28.77,Overweight,4,Upper Lower,Commercial Gym,19,0,0,Resistance Training,Beginner,Beginner,1,1,1,1.0,1.5,2.0,1.0,2.0,"[""Soleus""]","[""Gastrocnemius""]","[""Seated Calf Machine""]",Ankle Plantarflexion,"[""Ankle"", ""Achilles Tendon""]","[""Achilles tendinopathy""]",2,1,0.0769,,0,,0,0,0,0.0,Safe
SAFE0000226,U000226,EX0004,Advanced,General Fitness,Fat Loss,Prefer not to say,44,168.0,55.5,19.66,Normal,6,Chest Back Legs,Limited Gym,6,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.027,,0,,0,0,0,0.0,Safe
SAFE0000227,U000227,EX0004,Intermediate,General Fitness,Strength,Female,19,159.0,54.0,21.36,Normal,2,Full Body,Limited Gym,8,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0312,,0,,0,0,0,0.0,Safe
SAFE0000228,U000228,EX0172,Intermediate,Rehabilitation and Joint Health,Muscle Gain,Other,25,170.0,83.3,28.82,Overweight,4,Auto,Limited Gym,9,0,0,Bodyweight,Intermediate,Intermediate,3,1,1,3.5,3.5,3.0,3.0,4.0,"[""Quadriceps"", ""Gluteus Maximus"", ""Adductor Magnus""]","[""Hamstrings""]","[""Bodyweight""]",Squat,"[""Knee"", ""Hip""]","[""Groin strain"", ""Knee meniscus issues""]",2,2,0.0,,0,,0,0,0,0.0,Safe
SAFE0000229,U000229,EX0180,Beginner,Strength,General Fitness,Other,27,164.0,85.4,31.75,Obese,2,Auto,Bodyweight Only,2,0,0,Bodyweight,Beginner,Beginner,3,2,1,2.0,1.0,1.5,1.5,2.0,"[""Erector Spinae"", ""Gluteus Maximus"", ""Transverse Abdominis""]","[""Deltoids"", ""Hamstrings""]","[""Mat""]",Core Anti-Rotation,"[""Lower Back"", ""Wrist""]","[""None""]",2,1,0.0,,0,,0,0,0,0.0,Safe
SAFE0000230,U000230,EX0004,Beginner,Muscular Endurance,Rehabilitation and Joint Health,Other,33,163.0,62.6,23.56,Normal,3,Body Part Split,Commercial Gym,11,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0556,,0,,0,0,0,0.0,Safe
SAFE0000231,U000231,EX0004,Beginner,Athletic Performance,Muscular Endurance,Other,22,169.0,62.9,22.02,Normal,6,Body Part Split,Home Gym,4,0,0,Bodyweight,Beginner,Beginner,1,2,1,2.0,2.0,2.0,1.0,3.8,"[""Pectoralis Major""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Bodyweight""]",Horizontal Push,"[""Shoulder"", ""Elbow"", ""Wrist""]",[],3,0,0.0,,0,,0,0,0,0.0,Safe
