plan_item_id,plan_id,week_number,day_number,day_name,day_type,session_name,exercise_role,priority_score,selection_reason,focus_muscles,exercise_order,exercise_id,exercise_name_snapshot,exercise_min_level_snapshot,exercise_goals_snapshot,exercise_equipment_snapshot,primary_muscles_snapshot,sets,rep_min,rep_max,duration_seconds,intensity_unit,target_intensity,rest_seconds,tempo,set_type,warmup_sets,is_optional,progression_rule,substitution_exercise_ids,coaching_note
WPI00001612,PLAN000092,1,3,Tuesday,Training,Day 3 - Full Body,Secondary Compound,4,primary-goal aligned; covers Lunge; training-level compatible; equipment-compatible,"[""Quadriceps"", ""Gluteus Maximus""]",1,EX0135,Dumbbell Reverse Lunge,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Quadriceps"", ""Gluteus Maximus""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001613,PLAN000092,1,3,Tuesday,Training,Day 3 - Full Body,Secondary Compound,4,primary-goal aligned; covers Hinge; training-level compatible; equipment-compatible,"[""Hamstrings"", ""Gluteus Maximus""]",2,EX0247,Single-Leg Romanian Deadlift,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Hamstrings"", ""Gluteus Maximus""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001614,PLAN000092,1,3,Tuesday,Training,Day 3 - Full Body,Isolation,3,covers Elbow Flexion; training-level compatible; equipment-compatible,"[""Biceps Brachii"", ""Brachialis"", ""Brachioradialis""]",8,EX0100,Zottman Curl,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Biceps Brachii"", ""Brachialis"", ""Brachioradialis""]",2,8,15,,RPE,7,60,2-0-2,Working,0,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001615,PLAN000092,1,3,Tuesday,Training,Day 3 - Full Body,Secondary Compound,3,covers Vertical Push; training-level compatible; equipment-compatible,"[""Anterior Deltoid"", ""Triceps Brachii""]",3,EX0260,Single-Arm Dumbbell Push Press,Intermediate,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Anterior Deltoid"", ""Triceps Brachii""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001616,PLAN000092,1,3,Tuesday,Training,Day 3 - Full Body,Secondary Compound,4,primary-goal aligned; covers Horizontal Push; training-level compatible; equipment-compatible,"[""Pectoralis Major""]",4,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001617,PLAN000092,1,3,Tuesday,Training,Day 3 - Full Body,Primary Compound,4,Validated alternative selected to reduce duplicate and redundant session programming.,"[""Hamstrings"", ""Gluteus Maximus""]",5,EX0042,Dumbbell Romanian Deadlift,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Dumbbell""]","[""Hamstrings"", ""Gluteus Maximus""]",2,8,15,,RPE,7,60,2-0-2,Working,1,No,Adjust load to keep final working sets near target RPE; progress only when technique and recovery remain stable.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001618,PLAN000093,1,1,Sunday,Training,Day 1 - Auto,Primary Compound,4,primary-goal aligned; covers Horizontal Push; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Pectoralis Major""]",1,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001619,PLAN000093,1,1,Sunday,Training,Day 1 - Auto,Isolation,3,covers Elbow Flexion; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Biceps Brachii"", ""Brachialis""]",2,EX0032,Barbell Biceps Curl,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Barbell""]","[""Biceps Brachii"", ""Brachialis""]",2,10,15,,RPE,7,45,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001620,PLAN000093,1,1,Sunday,Training,Day 1 - Auto,Isolation,3,covers Scapular Elevation; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Upper Trapezius""]",3,EX0067,Barbell Shrug,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Barbell""]","[""Upper Trapezius""]",2,10,15,,RPE,7,45,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001621,PLAN000093,1,2,Wednesday,Training,Day 2 - Auto,Primary Compound,4,primary-goal aligned; covers Horizontal Push; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Pectoralis Major""]",1,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001622,PLAN000093,1,2,Wednesday,Training,Day 2 - Auto,Isolation,3,covers Elbow Flexion; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Biceps Brachii"", ""Brachialis""]",2,EX0032,Barbell Biceps Curl,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Barbell""]","[""Biceps Brachii"", ""Brachialis""]",2,10,15,,RPE,7,45,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001623,PLAN000093,1,2,Wednesday,Training,Day 2 - Auto,Isolation,3,covers Scapular Elevation; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Upper Trapezius""]",3,EX0067,Barbell Shrug,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Barbell""]","[""Upper Trapezius""]",2,10,15,,RPE,7,45,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001624,PLAN000093,1,3,Tuesday,Training,Day 3 - Auto,Primary Compound,4,primary-goal aligned; covers Horizontal Push; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Pectoralis Major""]",1,EX0004,Push-Up,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Bodyweight""]","[""Pectoralis Major""]",2,10,15,,RPE,7,45,2-0-2,Working,1,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
WPI00001625,PLAN000093,1,3,Tuesday,Training,Day 3 - Auto,Isolation,3,covers Elbow Flexion; training-level compatible; equipment-compatible; adaptive split fallback for constrained compatible exercise pool,"[""Biceps Brachii"", ""Brachialis""]",2,EX0032,Barbell Biceps Curl,Beginner,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]","[""Barbell""]","[""Biceps Brachii"", ""Brachialis""]",2,10,15,,RPE,7,45,2-0-2,Working,0,No,Increase load in small increments after all prescribed sets and reps are completed with good technique at target effort.,[],Use controlled technique and a pain-free range of motion; stop or substitute any movement that causes pain.
