feedback_id,user_id,plan_id,history_session_id,history_item_id,plan_item_id,exercise_id,feedback_scope,feedback_type,rating,sentiment,difficulty_feedback,enjoyment_rating,fatigue_feedback,pain_feedback,pain_areas,duration_feedback,exercise_preference,progression_preference,requested_action,feedback_text,feedback_reason_tags,source_context,feedback_status,record_source,is_synthetic,created_at,updated_at
FB00003995,U000459,PLAN000959,WHS00017619,WHI000076872,WPI00016824,EX0154,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Bài Medicine Ball Slam vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-01T18:00:00,2026-08-12T08:36:22
FB00003996,U000459,PLAN000959,WHS00017617,WHI000076868,WPI00016816,EX0075,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Sissy Squat khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở lần ghi nhận gần đây.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-03T18:00:00,2026-08-12T08:36:22
FB00003997,U000459,PLAN000959,WHS00017617,WHI000076867,WPI00016817,EX0025,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Reverse Pec Deck Fly khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-03T18:00:00,2026-08-12T08:36:22
FB00003998,U000459,PLAN000959,WHS00017617,WHI000076866,WPI00016814,EX0026,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Bài Plank vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, sau khi hoàn thành phần chính.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-03T18:00:00,2026-08-12T08:36:22
FB00003999,U000459,PLAN000959,WHS00017617,WHI000076865,WPI00016818,EX0084,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Pistol Squat khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-03T18:00:00,2026-08-12T08:36:22
FB00004000,U000459,PLAN000959,WHS00017617,WHI000076864,WPI00016815,EX0042,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Dumbbell Romanian Deadlift đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi xét cảm giác phục hồi.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-03T18:00:00,2026-08-12T08:36:22
FB00004001,U000459,PLAN000959,WHS00017617,WHI000076863,WPI00016813,EX0277,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Crab Walk đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi tập với mức hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-03T18:00:00,2026-08-12T08:36:22
FB00004002,U000459,PLAN000959,WHS00017616,WHI000076862,WPI00016807,EX0054,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Machine Pec Deck Fly đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở phần cuối buổi.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-04T18:00:00,2026-08-12T08:36:22
FB00004003,U000459,PLAN000959,WHS00017616,WHI000076861,WPI00016808,EX0080,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Bài Dumbbell Front Raise vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi theo giáo án hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-04T18:00:00,2026-08-12T08:36:22
FB00004004,U000459,PLAN000959,WHS00017616,WHI000076860,WPI00016809,EX0340,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Cable Kickback đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở phần cuối buổi.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-04T18:00:00,2026-08-12T08:36:22
FB00004005,U000459,PLAN000959,WHS00017616,WHI000076859,WPI00016810,EX0025,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Reverse Pec Deck Fly khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong nhịp tập tuần này.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-04T18:00:00,2026-08-12T08:36:22
FB00004006,U000459,PLAN000959,WHS00017616,WHI000076858,WPI00016812,EX0059,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Dumbbell Shrug đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở phần cuối buổi.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-04T18:00:00,2026-08-12T08:36:22
FB00004007,U000459,PLAN000959,WHS00017616,WHI000076857,WPI00016811,EX0004,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Push-Up đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-04T18:00:00,2026-08-12T08:36:22
FB00004008,U000459,PLAN000959,WHS00017615,WHI000076856,WPI00016806,EX0137,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Machine Bicep Curl đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở phần cuối buổi.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-05T18:00:00,2026-08-12T08:36:22
FB00004009,U000459,PLAN000959,WHS00017615,WHI000076854,WPI00016805,EX0080,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Dumbbell Front Raise đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi tập với mức hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-05T18:00:00,2026-08-12T08:36:22
FB00004010,U000459,PLAN000959,WHS00017614,WHI000076853,WPI00016831,EX0054,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Bài Machine Pec Deck Fly vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở bối cảnh lịch tập này.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-06T18:00:00,2026-08-12T08:36:22
FB00004011,U000459,PLAN000959,WHS00017614,WHI000076852,WPI00016832,EX0044,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Seated Leg Curl khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-06T18:00:00,2026-08-12T08:36:22
FB00004012,U000459,PLAN000959,WHS00017614,WHI000076851,WPI00016828,EX0075,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Sissy Squat đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở phần cuối buổi.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-06T18:00:00,2026-08-12T08:36:22
FB00004013,U000459,PLAN000959,WHS00017614,WHI000076850,WPI00016830,EX0084,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Pistol Squat đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi tập với mức hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-06T18:00:00,2026-08-12T08:36:22
FB00004014,U000459,PLAN000959,WHS00017614,WHI000076849,WPI00016829,EX0042,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Dumbbell Romanian Deadlift khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở lần ghi nhận gần đây.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-06T18:00:00,2026-08-12T08:36:22
FB00004015,U000459,PLAN000959,WHS00017614,WHI000076848,WPI00016833,EX0277,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Bài Crab Walk vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi theo giáo án hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-06T18:00:00,2026-08-12T08:36:22
FB00004016,U000459,PLAN000959,WHS00017613,WHI000076847,WPI00016822,EX0080,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Bài Dumbbell Front Raise vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, sau khi hoàn thành phần chính.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-07T18:00:00,2026-08-12T08:36:22
FB00004017,U000459,PLAN000959,WHS00017613,WHI000076846,WPI00016823,EX0340,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Cable Kickback khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, trong nhịp tập tuần này.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-07T18:00:00,2026-08-12T08:36:22
FB00004018,U000459,PLAN000959,WHS00017613,WHI000076845,WPI00016825,EX0137,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Machine Bicep Curl khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở lần ghi nhận gần đây.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-07T18:00:00,2026-08-12T08:36:22
FB00004019,U000459,PLAN000959,WHS00017613,WHI000076844,WPI00016827,EX0025,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Reverse Pec Deck Fly đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-07T18:00:00,2026-08-12T08:36:22
FB00004020,U000459,PLAN000959,WHS00017613,WHI000076843,WPI00016826,EX0004,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Bài Push-Up vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi so với khả năng hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-07T18:00:00,2026-08-12T08:36:22
FB00004021,U000459,PLAN000959,WHS00017613,WHI000076842,WPI00016824,EX0154,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Medicine Ball Slam đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-07T18:00:00,2026-08-12T08:36:22
FB00004022,U000459,PLAN000959,WHS00017612,WHI000076841,WPI00016821,EX0137,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Machine Bicep Curl đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, ở phần cuối buổi.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-08T18:00:00,2026-08-12T08:36:22
FB00004023,U000459,PLAN000959,WHS00017612,WHI000076840,WPI00016819,EX0025,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Reverse Pec Deck Fly đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, khi tập với mức hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-08T18:00:00,2026-08-12T08:36:22
FB00004024,U000459,PLAN000959,WHS00017612,WHI000076839,WPI00016820,EX0080,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Dumbbell Front Raise đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở phần cuối buổi.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-08T18:00:00,2026-08-12T08:36:22
FB00004025,U000459,PLAN000959,WHS00017611,WHI000076838,WPI00016816,EX0075,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Sissy Squat đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, khi tập với mức hiện tại.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-09T18:00:00,2026-08-12T08:36:22
FB00004026,U000459,PLAN000959,WHS00017611,WHI000076837,WPI00016817,EX0025,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Bài Reverse Pec Deck Fly vào nhịp tốt, tôi muốn progression rõ hơn để tiếp tục tiến bộ. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, sau khi hoàn thành phần chính.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-09T18:00:00,2026-08-12T08:36:22
FB00004027,U000459,PLAN000959,WHS00017611,WHI000076836,WPI00016814,EX0026,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Plank khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-09T18:00:00,2026-08-12T08:36:22
FB00004028,U000459,PLAN000959,WHS00017611,WHI000076835,WPI00016818,EX0084,Exercise,Preference,4,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Tôi thấy Pistol Squat đang hơi nhẹ so với sức hiện tại, có thể tăng độ khó hoặc thêm volume vừa phải. Lý do chính: Good fit, Too easy. Mức đánh giá 4/5, ở phần cuối buổi.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-09T18:00:00,2026-08-12T08:36:22
FB00004029,U000459,PLAN000959,WHS00017611,WHI000076834,WPI00016815,EX0042,Exercise,Preference,5,Positive,Too Easy,4,Not Applicable,No Pain,[],Not Applicable,Like,Increase Difficulty,Increase Difficulty,"Dumbbell Romanian Deadlift khá dễ kiểm soát, tôi hoàn thành tốt và muốn tăng thử thách nhẹ ở lần tới. Lý do chính: Good fit, Too easy. Mức đánh giá 5/5, trong nhịp tập tuần này.","[""Good fit"",""Too easy""]",after_exercise,Active,Synthetic,True,2026-02-09T18:00:00,2026-08-12T08:36:22
