exercise_id,exercise_name,aliases,category,body_region,mechanics_type,movement_pattern,force_type,kinetic_chain,laterality,equipment,load_position,primary_muscles,secondary_muscles,stabilizer_muscles,movement_planes,joint_actions,range_of_motion_type,resistance_profile,muscle_length_bias,axial_loading,minimum_training_level,technical_complexity_score,coordination_requirement,stability_requirement,mobility_requirement,balance_requirement,systemic_fatigue_score,local_fatigue_score,recommended_goals,relative_injury_risk,joint_stress_areas,contraindications,exercise_setup,execution_steps,common_mistakes,cues,breathing_pattern,progressions,regressions,alternatives,met_value,source_ids,record_status,last_reviewed_date
EX0220,Standing Single-Leg Curl,"[""Standing Machine Leg Curl""]",Resistance Training,Lower Body,Isolation,Knee Flexion,Pull,Open Chain,Unilateral,"[""Standing Leg Curl Machine""]",Machine Guided,"[""Hamstrings""]","[""Gastrocnemius""]","[""Gluteus Medius (Stabilizing Leg)"", ""Core""]","[""Sagittal""]","[""Knee Flexion""]",Full,Machine Dependent,Shortened,Low,Beginner,1.5,1.5,2,2,1.5,2,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Knee""]","[""Acute hamstring strain""]","Stand at the machine, adjusting the roller pad to sit just above your heel. Brace your torso against the support pads.","[""Curl the pad upward by flexing your knee as far as possible."", ""Squeeze the hamstring forcefully at the peak."", ""Slowly lower the pad back to the starting position.""]","[""Arching the lower back to cheat the weight up"", ""Swinging the leg"", ""Not controlling the negative phase""]","[""Keep hips pressed into the pad"", ""Squeeze at the top"", ""Control the descent""]","Exhale while curling, inhale while lowering.","[""Pause Reps"", ""Heavier Load""]","[""Lighter Load""]","[""Lying Leg Curl"", ""Seated Leg Curl""]",2.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0221,Barbell T-Bar Row,"[""Standing T-Bar Row"", ""Landmine Row""]",Resistance Training,Upper Body,Compound,Horizontal Pull,Pull,Open Chain,Bilateral,"[""Barbell"", ""Landmine"", ""V-Grip Handle""]",Anterior,"[""Latissimus Dorsi"", ""Rhomboids"", ""Middle Trapezius""]","[""Posterior Deltoid"", ""Biceps Brachii"", ""Brachialis""]","[""Core"", ""Erector Spinae"", ""Gluteus Maximus"", ""Hamstrings""]","[""Sagittal"", ""Transverse""]","[""Shoulder Extension"", ""Elbow Flexion"", ""Scapular Retraction""]",Full,Ascending,Mid-Range,Moderate,Intermediate,3.5,3.5,3,3.5,3,4.5,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Lower Back"", ""Shoulder""]","[""Lumbar disc herniation""]",Place one end of a barbell in a landmine attachment. Straddle the bar facing away from the landmine. Hook a V-grip handle under the bar near the loaded plates. Hinge at the hips.,"[""Keeping your back flat and core braced, pull the bar up toward your chest by driving your elbows back."", ""Squeeze your shoulder blades together at the top."", ""Lower the bar back down to a full stretch without letting it touch the ground.""]","[""Rounding the lower back"", ""Standing too upright (turning it into a shrug)"", ""Jerking the weight with the lower back""]","[""Hinge deep"", ""Pull to the stomach"", ""Squeeze the back""]","Exhale while rowing, inhale while lowering.","[""Heavier Load"", ""Deficit T-Bar Row""]","[""Chest-Supported T-Bar Row (saves the lower back)""]","[""Barbell Bent-Over Row"", ""Seated Cable Row""]",4,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0222,Dumbbell Split Squat,"[""Stationary Lunge""]",Resistance Training,Lower Body,Compound,Squat,Push,Closed Chain,Unilateral,"[""Dumbbell""]",Lateral,"[""Quadriceps"", ""Gluteus Maximus""]","[""Hamstrings"", ""Adductor Magnus""]","[""Core"", ""Gluteus Medius""]","[""Sagittal""]","[""Hip Extension"", ""Knee Extension""]",Full,Ascending,Lengthened,Low,Beginner,2.5,3.5,3,3.5,3.5,4,3.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Knee"", ""Ankle""]","[""Knee instability""]","Stand holding a dumbbell in each hand. Take a large step forward with one foot and plant it securely. Keep your rear foot stationary, resting on the ball of the foot.","[""Lower your hips straight down until both knees are bent at a 90-degree angle."", ""The rear knee should hover just above the floor."", ""Drive through the heel of the front foot to push straight back up to the starting staggered stance.""]","[""Stepping too narrow (like walking on a tightrope)"", ""Letting the front knee cave inward"", ""Leaning too far forward over the front toes""]","[""Drop straight down like an elevator"", ""Drive through the front heel"", ""Keep chest tall""]","Inhale while descending, exhale while ascending.","[""Bulgarian Split Squat"", ""Barbell Split Squat""]","[""Bodyweight Split Squat"", ""Assisted Split Squat""]","[""Walking Lunge"", ""Reverse Lunge""]",4,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0223,Decline Push-Up,"[""Feet-Elevated Push-Up""]",Bodyweight,Upper Body,Compound,Horizontal Push,Push,Closed Chain,Bilateral,"[""Bench""]",Bodyweight,"[""Pectoralis Major (Clavicular Head Bias)""]","[""Anterior Deltoid"", ""Triceps Brachii""]","[""Core"", ""Serratus Anterior""]","[""Sagittal"", ""Transverse""]","[""Shoulder Horizontal Adduction"", ""Elbow Extension""]",Full,Ascending,Lengthened,Low,Intermediate,2.5,3,3.5,2.5,2.5,3.5,3.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Shoulder"", ""Wrist""]","[""Shoulder impingement""]","Place your feet on a bench or box and your hands on the floor, slightly wider than shoulder-width. Your body should form a straight line angling downward.","[""Lower your chest toward the floor by bending your elbows."", ""Keep your core braced so your hips don't sag."", ""Press forcefully back up to the starting position.""]","[""Hips sagging toward the floor"", ""Looking up and straining the neck"", ""Flaring elbows out to 90 degrees""]","[""Body like a steel plank"", ""Tuck elbows slightly"", ""Press the floor away""]","Inhale while lowering, exhale while pressing.","[""Higher elevation (more shoulder bias)"", ""Weighted Decline Push-Up""]","[""Standard Push-Up""]","[""Incline Bench Press"", ""Pike Push-Up""]",4,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0224,Pike Push-Up,"[""Inverted Push-Up""]",Bodyweight,Upper Body,Compound,Vertical Push,Push,Closed Chain,Bilateral,"[""Mat""]",Bodyweight,"[""Anterior Deltoid"", ""Lateral Deltoid""]","[""Triceps Brachii"", ""Upper Trapezius""]","[""Core"", ""Serratus Anterior""]","[""Sagittal""]","[""Shoulder Flexion"", ""Elbow Extension""]",Full,Ascending,Mid-Range,Moderate,Intermediate,2.5,3,3.5,3,3,3,3.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",High,"[""Shoulder"", ""Wrist"", ""Neck""]","[""High blood pressure"", ""Shoulder instability""]","Start in a downward dog or push-up position, then walk your feet closer to your hands while keeping your legs straight. Your body should form an inverted V shape.","[""Lower the top of your head toward the floor slightly in front of your hands (creating a triangle with your hands and head)."", ""Keep your elbows tucked in."", ""Press back up to the starting inverted V position, pushing your head back between your shoulders.""]","[""Flaring elbows out to the sides"", ""Lowering the head straight down between the hands instead of forward"", ""Bending the knees""]","[""Form a tripod with hands and head"", ""Tuck the elbows"", ""Push through the shoulders""]","Inhale while lowering, exhale while pressing.","[""Feet Elevated Pike Push-Up"", ""Handstand Push-Up""]","[""Standard Push-Up"", ""Kneeling Pike Push-Up""]","[""Dumbbell Shoulder Press"", ""Overhead Press""]",4.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0225,Handstand Push-Up,"[""HSPU"", ""Wall Handstand Push-Up""]",Bodyweight,Upper Body,Compound,Vertical Push,Push,Closed Chain,Bilateral,"[""Wall"", ""Mat""]",Bodyweight,"[""Anterior Deltoid"", ""Lateral Deltoid""]","[""Triceps Brachii"", ""Upper Trapezius"", ""Pectoralis Major (Clavicular Head)""]","[""Core"", ""Serratus Anterior""]","[""Sagittal"", ""Frontal""]","[""Shoulder Flexion"", ""Shoulder Abduction"", ""Elbow Extension""]",Full,Ascending,Mid-Range,High,Advanced,4,4.5,4.5,4.5,4,4,5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",High,"[""Shoulder"", ""Wrist"", ""Neck""]","[""High blood pressure"", ""Glaucoma"", ""Shoulder injuries""]","Kick up into a handstand against a wall (heels touching the wall). Place your hands slightly wider than shoulder-width, fingers pointing slightly outward.","[""Lower your body under control until your head touches the mat (or a deficit block)."", ""Keep your elbows pointing forward at a 45-degree angle, not flared directly out to the sides."", ""Press powerfully back up to full elbow lockout.""]","[""Arching the lower back excessively (banana back)"", ""Flaring elbows out to 90 degrees"", ""Crashing the head into the floor""]","[""Tuck the ribs in"", ""Elbows forward"", ""Press tall""]","Inhale deeply at the top, hold while lowering, exhale while pressing.","[""Strict Freestanding HSPU"", ""Deficit HSPU""]","[""Kipping HSPU"", ""Pike Push-Up""]","[""Barbell Overhead Press"", ""Dumbbell Shoulder Press""]",6,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0226,Lying Leg Raise,"[""Flat Leg Raise"", ""Straight Leg Raise""]",Bodyweight,Core,Compound,Trunk Flexion,Pull,Open Chain,Bilateral,"[""Mat""]",Bodyweight,"[""Rectus Abdominis"", ""Hip Flexors (Iliopsoas, Rectus Femoris)""]","[""Obliques""]","[""None""]","[""Sagittal""]","[""Hip Flexion"", ""Isometric Spinal Flexion""]",Partial,Constant,Shortened,Low,Beginner,2,2,2.5,1.5,1,2,3.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Lower Back""]","[""Lumbar disc herniation (if performed with poor form)""]",Lie flat on your back on a mat. Place your hands under your glutes or by your sides. Keep your legs completely straight.,"[""Press your lower back firmly into the floor."", ""Lift both legs up until they are perpendicular to the floor."", ""Slowly lower your legs back down, stopping just before they touch the floor or as soon as you feel your lower back arching.""]","[""Letting the lower back arch completely off the floor on the descent"", ""Bending the knees"", ""Using momentum to swing the legs up""]","[""Crush the floor with your lower back"", ""Legs straight"", ""Control the negative""]","Exhale while lifting the legs, inhale while lowering.","[""Hanging Leg Raise"", ""Weighted Lying Leg Raise""]","[""Lying Knee Tucks"", ""Single Leg Raise""]","[""Reverse Crunch"", ""Captain's Chair Leg Raise""]",3,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0227,Mountain Climbers,"[""Alternating Knee Tucks in Plank""]",Bodyweight,Total Body,Compound,Total Body Integration,Push,Closed Chain,Alternating,"[""Mat""]",Bodyweight,"[""Core"", ""Hip Flexors""]","[""Shoulders (Deltoids)"", ""Triceps Brachii"", ""Quadriceps""]","[""Pectoralis Major"", ""Serratus Anterior""]","[""Sagittal""]","[""Hip Flexion"", ""Knee Flexion"", ""Isometric Shoulder Flexion""]",Full,Constant,Mid-Range,Low,Beginner,3.5,3,3.5,2.5,3,1.5,2,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Low,"[""Wrist"", ""Shoulder""]","[""Wrist pain""]","Start in a high plank (push-up) position, hands directly under your shoulders and body forming a straight line.","[""Drive your right knee toward your chest quickly."", ""As you return the right foot to the start, simultaneously drive the left knee toward your chest."", ""Alternate rapidly as if running in a plank position.""]","[""Bouncing the hips up and down"", ""Rounding the lower back"", ""Looking back at the feet instead of slightly forward""]","[""Hips low and stable"", ""Drive the knees"", ""Light on the toes""]",Breathe rapidly and continuously.,"[""Cross-Body Mountain Climbers"", ""Slider Mountain Climbers""]","[""Slow Mountain Climbers"", ""High Knees (standing)""]","[""Burpees"", ""Bicycle Crunches""]",6.5,"[""SRC_ACSM_2026_RT""]",Reviewed,2026-07-24
EX0228,Seated Barbell Overhead Press,"[""Seated Military Press""]",Resistance Training,Upper Body,Compound,Vertical Push,Push,Open Chain,Bilateral,"[""Barbell"", ""Bench with Back Support"", ""Squat Rack""]",Overhead,"[""Anterior Deltoid"", ""Triceps Brachii""]","[""Lateral Deltoid"", ""Upper Trapezius"", ""Pectoralis Major (Clavicular Head)""]","[""Core"", ""Rotator Cuff""]","[""Sagittal"", ""Frontal""]","[""Shoulder Flexion"", ""Shoulder Abduction"", ""Elbow Extension""]",Full,Ascending,Mid-Range,High,Intermediate,3.5,4,3.5,2,2,4,4.5,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",High,"[""Shoulder"", ""Lower Back""]","[""Shoulder impingement"", ""Lumbar disc issues (if excessively arched)""]",Sit on a bench with back support inside a rack. Grip the barbell slightly wider than shoulder-width.,"[""Unrack the bar and hold it at upper chest/collarbone level."", ""Press the bar straight up overhead until your arms are fully locked out."", ""Slowly lower the bar back to the upper chest under control.""]","[""Arching the lower back excessively to turn it into an incline press"", ""Flaring elbows too far back"", ""Bouncing the bar off the chest""]","[""Press straight up"", ""Keep lower back flat against the pad"", ""Control the descent""]","Inhale while lowering, exhale while pressing.","[""Standing Barbell Overhead Press"", ""Heavier Load""]","[""Seated Dumbbell Press"", ""Machine Shoulder Press""]","[""Standing Overhead Press"", ""Dumbbell Shoulder Press""]",4.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
EX0229,Barbell Hack Squat,"[""Behind-the-Back Deadlift""]",Resistance Training,Lower Body,Compound,Squat,Pull,Closed Chain,Bilateral,"[""Barbell"", ""Weight Plates""]",Anterior,"[""Quadriceps""]","[""Gluteus Maximus"", ""Hamstrings""]","[""Core"", ""Forearms"", ""Trapezius""]","[""Sagittal""]","[""Hip Extension"", ""Knee Extension""]",Full,Ascending,Mid-Range,High,Advanced,4,4,4,4,3.5,4,4,"[""Athletic Performance"",""Balance"",""Conditioning"",""Coordination"",""Core Stability"",""Corrective Exercise"",""Fat Loss"",""Flexibility"",""General Fitness"",""Grip Strength"",""Gymnastics"",""Injury Prevention"",""Joint Health"",""Knee Health"",""Mobility"",""Mobility and Flexibility"",""Muscle Gain"",""Muscular Endurance"",""Posture Correction"",""Power"",""Rehabilitation"",""Rehabilitation and Joint Health"",""Shoulder Health"",""Shin Splint Relief"",""Sport Performance"",""Strength"",""Strength Preparation"",""Warm-up""]",Moderate,"[""Knee"", ""Lower Back""]","[""Poor shoulder/wrist mobility (to hold bar behind)""]","Stand with feet shoulder-width apart, with a barbell on the floor behind your legs. Squat down and grip the bar behind you with an overhand grip.","[""Keep your chest up and back flat."", ""Drive through your heels to stand up, dragging the barbell up the back of your calves and thighs."", ""Squeeze your glutes and quads at the top, then lower the bar back to the floor.""]","[""Rounding the lower back"", ""Letting the bar swing away from the legs"", ""Hips shooting up before the chest""]","[""Chest up"", ""Drag the bar up your legs"", ""Leg press the floor""]","Inhale and brace before lifting, exhale at the top.","[""Heavier Load"", ""Deficit Barbell Hack Squat""]","[""Machine Hack Squat"", ""Trap Bar Deadlift""]","[""Machine Hack Squat"", ""Front Squat""]",5.5,"[""SRC_NCSA_TECHNIQUE""]",Reviewed,2026-07-24
