plan_id,user_id,username_snapshot,primary_goal_snapshot,secondary_goal_snapshot,training_level_snapshot,plan_name,plan_type,plan_start_date,plan_end_date,duration_weeks,days_per_week,split_type,session_duration_target_min,progression_strategy,weekly_set_target,session_volume_target,deload_strategy,plan_status,generation_source,generator_version,plan_version,exercise_item_count,rationale,safety_notes,created_at,updated_at
PLAN000337,U000337,phong337,Mobility and Flexibility,Rehabilitation and Joint Health,Intermediate,8-Week Mobility and Flexibility - Auto,Personalized,2026-08-10,2026-10-04,8,4,Auto,60,RPE-Based,48,12,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,24,"Generated from U000337 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000338,U000338,minh338,Muscular Endurance,Strength,Intermediate,8-Week Muscular Endurance - Push Pull Legs,Personalized,2026-08-10,2026-10-04,8,6,Push Pull Legs,75,Linear Progression,36,6,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,18,"Generated from U000338 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000339,U000339,thanh339,General Fitness,Muscular Endurance,Advanced,8-Week General Fitness - Auto,Personalized,2026-08-10,2026-10-04,8,5,Chest Back Legs,90,Double Progression,80,16,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,40,"Generated from U000339 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000340,U000340,tuan340,Athletic Performance,General Fitness,Advanced,8-Week Athletic Performance - Auto,Personalized,2026-08-10,2026-10-04,8,3,Auto,90,Linear Progression,9,3,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,3,"Generated from U000340 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000341,U000341,phong341,Fat Loss,Muscular Endurance,Advanced,8-Week Fat Loss - Auto,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,60,Linear Progression,4,2,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,2,"Generated from U000341 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000342,U000342,ha342,Strength,Muscular Endurance,Intermediate,8-Week Strength - Auto,Personalized,2026-08-10,2026-10-04,8,2,Auto,90,Linear Progression,6,3,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,2,"Generated from U000342 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000343,U000343,ha343,Mobility and Flexibility,Muscle Gain,Intermediate,8-Week Mobility and Flexibility - Auto,Personalized,2026-08-10,2026-10-04,8,2,Chest Back Legs,45,Double Progression,8,4,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,4,"Generated from U000343 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000344,U000344,tuan344,General Fitness,Fat Loss,Intermediate,8-Week General Fitness - Auto,Personalized,2026-08-10,2026-10-04,8,3,Upper Lower,60,Auto,6,2,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,3,"Generated from U000344 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000345,U000345,trang345,Fat Loss,Mobility and Flexibility,Intermediate,8-Week Fat Loss - Auto,Personalized,2026-08-10,2026-10-04,8,4,Auto,60,Auto,8,2,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,4,"Generated from U000345 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000346,U000346,long346,Muscular Endurance,Muscle Gain,Intermediate,8-Week Muscular Endurance - Push Pull Legs,Personalized,2026-08-10,2026-10-04,8,4,Push Pull Legs,75,Auto,22,5.5,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,11,"Generated from U000346 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000347,U000347,long347,Muscular Endurance,Fat Loss,Intermediate,8-Week Muscular Endurance - Body Part Split,Personalized,2026-08-10,2026-10-04,8,2,Body Part Split,75,Linear Progression,10,5,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,5,"Generated from U000347 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000348,U000348,ha348,Muscular Endurance,Mobility and Flexibility,Intermediate,8-Week Muscular Endurance - Auto,Personalized,2026-08-10,2026-10-04,8,5,Push Pull Legs,90,Linear Progression,10,2,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,5,"Generated from U000348 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T08:30,2026-08-10T08:30
PLAN000349,U000349,linh349,Fat Loss,Rehabilitation and Joint Health,Beginner,8-Week Fat Loss - Auto,Personalized,2026-08-10,2026-10-04,8,5,Auto,90,RPE-Based,64,12.8,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,40,"Generated from U000349 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000350,U000350,trang350,General Fitness,Muscular Endurance,Intermediate,8-Week General Fitness - Chest Back Legs,Personalized,2026-08-10,2026-10-04,8,5,Chest Back Legs,45,Auto,14,2.8,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,7,"Generated from U000350 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000351,U000351,thanh351,Mobility and Flexibility,Athletic Performance,Beginner,8-Week Mobility and Flexibility - Auto,Personalized,2026-08-10,2026-10-04,8,6,Auto,75,Double Progression,12,2,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,6,"Generated from U000351 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000352,U000352,viet352,Athletic Performance,Fat Loss,Advanced,8-Week Athletic Performance - Body Part Split,Personalized,2026-08-10,2026-10-04,8,4,Body Part Split,90,RPE-Based,53,13.25,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,20,"Generated from U000352 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000353,U000353,lan353,Mobility and Flexibility,Rehabilitation and Joint Health,Beginner,8-Week Mobility and Flexibility - Auto,Personalized,2026-08-10,2026-10-04,8,2,Auto,45,RPE-Based,20,10,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,10,"Generated from U000353 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000354,U000354,huong354,Athletic Performance,Muscular Endurance,Beginner,8-Week Athletic Performance - Auto,Personalized,2026-08-10,2026-10-04,8,6,Auto,90,Auto,48,8,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,24,"Generated from U000354 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000355,U000355,huong355,Athletic Performance,Rehabilitation and Joint Health,Beginner,8-Week Athletic Performance - Auto,Personalized,2026-08-10,2026-10-04,8,2,Auto,90,Linear Progression,40,20,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,16,"Generated from U000355 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000356,U000356,minh356,General Fitness,Fat Loss,Beginner,8-Week General Fitness - Auto,Personalized,2026-08-10,2026-10-04,8,2,Chest Back Legs,75,RPE-Based,28,14,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,14,"Generated from U000356 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000357,U000357,thanh357,Athletic Performance,Strength,Advanced,8-Week Athletic Performance - Auto,Personalized,2026-08-10,2026-10-04,8,2,Upper Lower,60,Linear Progression,29,14.5,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,12,"Generated from U000357 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000358,U000358,quang358,Strength,Athletic Performance,Beginner,8-Week Strength - Auto,Personalized,2026-08-10,2026-10-04,8,4,Push Pull Legs,60,Double Progression,12,3,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,4,"Generated from U000358 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000359,U000359,huong359,General Fitness,Rehabilitation and Joint Health,Intermediate,8-Week General Fitness - Push Pull Legs,Personalized,2026-08-10,2026-10-04,8,6,Push Pull Legs,90,RPE-Based,40,6.67,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,20,"Generated from U000359 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000360,U000360,anh360,Muscular Endurance,Strength,Advanced,8-Week Muscular Endurance - Push Pull Legs,Personalized,2026-08-10,2026-10-04,8,4,Push Pull Legs,75,Auto,46,11.5,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,23,"Generated from U000360 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000361,U000361,huy361,Fat Loss,Rehabilitation and Joint Health,Advanced,8-Week Fat Loss - Body Part Split,Personalized,2026-08-10,2026-10-04,8,4,Body Part Split,90,Linear Progression,26,6.5,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,14,"Generated from U000361 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000362,U000362,phong362,Muscle Gain,Muscular Endurance,Beginner,8-Week Muscle Gain - Chest Back Legs,Personalized,2026-08-10,2026-10-04,8,4,Chest Back Legs,45,RPE-Based,36,9,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,12,"Generated from U000362 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000363,U000363,trang363,General Fitness,Athletic Performance,Beginner,8-Week General Fitness - Auto,Personalized,2026-08-10,2026-10-04,8,5,Auto,90,Linear Progression,64,12.8,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,40,"Generated from U000363 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000364,U000364,son364,General Fitness,Rehabilitation and Joint Health,Beginner,8-Week General Fitness - Auto,Personalized,2026-08-10,2026-10-04,8,2,Auto,90,RPE-Based,4,2,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,2,"Generated from U000364 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000365,U000365,dat365,Strength,Mobility and Flexibility,Advanced,8-Week Strength - Auto,Personalized,2026-08-10,2026-10-04,8,4,Chest Back Legs,60,Linear Progression,60,15,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,24,"Generated from U000365 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.",Medical clearance required before activation; keep exercise selection conservative and pain-free.,2026-08-10T08:30,2026-08-10T08:30
PLAN000366,U000366,hoang366,Muscular Endurance,Mobility and Flexibility,Intermediate,8-Week Muscular Endurance - Auto,Personalized,2026-08-10,2026-10-04,8,3,Chest Back Legs,90,RPE-Based,6,2,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,3,"Generated from U000366 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000367,U000367,linh367,Athletic Performance,Fat Loss,Beginner,8-Week Athletic Performance - Auto,Personalized,2026-08-10,2026-10-04,8,3,Body Part Split,75,Auto,9,3,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,3,"Generated from U000367 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000368,U000368,phuong368,Muscular Endurance,Fat Loss,Intermediate,8-Week Muscular Endurance - Push Pull Legs,Personalized,2026-08-10,2026-10-04,8,4,Push Pull Legs,75,Linear Progression,22,5.5,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,11,"Generated from U000368 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000369,U000369,ngoc369,Fat Loss,Athletic Performance,Intermediate,8-Week Fat Loss - Auto,Personalized,2026-08-10,2026-10-04,8,3,Auto,60,Linear Progression,36,12,Auto-Regulated,Draft,AI,jupyter-full-rebuild-v1.0,1.0,18,"Generated from U000369 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000370,U000370,huong370,Muscular Endurance,General Fitness,Intermediate,8-Week Muscular Endurance - Auto,Personalized,2026-08-10,2026-10-04,8,3,Auto,90,Auto,24,8,Auto-Regulated,Draft,Hybrid,jupyter-full-rebuild-v1.0,1.0,12,"Generated from U000370 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000371,U000371,viet371,Athletic Performance,Muscular Endurance,Beginner,8-Week Athletic Performance - Push Pull Legs,Personalized,2026-08-10,2026-10-04,8,3,Push Pull Legs,60,Linear Progression,30,10,Auto-Regulated,Draft,Coach,jupyter-full-rebuild-v1.0,1.0,12,"Generated from U000371 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
PLAN000372,U000372,huy372,Muscle Gain,Rehabilitation and Joint Health,Beginner,8-Week Muscle Gain - Auto,Personalized,2026-08-10,2026-10-04,8,5,Body Part Split,45,Linear Progression,30,6,Auto-Regulated,Draft,User,jupyter-full-rebuild-v1.0,1.0,10,"Generated from U000372 using goal, level, schedule, available_equipment, priority/avoidance and safety constraints.","Respect avoided exercises/muscles, recovery capacity, and pain signals.",2026-08-10T08:30,2026-08-10T08:30
